identity_key,project_code,alternate_identifier,first_observed_month,last_observed_month,number_of_months,consecutive_months,gaps,months_before_first_revision,months_before_last_revision,eligible_cutoffs_3m,eligible_cutoffs_6m
L:N24001985,,N24001985,2025-04,2025-06,3,3,0,,,0,0
L:N24001986,,N24001986,2025-04,2025-06,3,3,0,,,0,0
L:N24001987,,N24001987,2025-04,2025-06,3,3,0,,,0,0
L:N24001988,,N24001988,2025-04,2025-06,3,3,0,,,0,0
L:N24001989,,N24001989,2025-04,2025-06,3,3,0,,,0,0
L:N24001990,,N24001990,2025-04,2025-06,3,3,0,1,1,0,0
L:N24001991,,N24001991,2025-04,2025-06,3,3,0,,,0,0
L:N24001992,,N24001992,2025-04,2025-06,3,3,0,1,2,0,0
L:N24001993,,N24001993,2025-04,2025-06,3,3,0,,,0,0
L:N24001994,,N24001994,2025-04,2025-06,3,3,0,1,1,0,0
L:N24001996,,N24001996,2025-04,2025-06,3,3,0,,,0,0
L:N24001997,,N24001997,2025-04,2025-06,3,3,0,,,0,0
L:N24001998,,N24001998,2025-04,2025-06,3,3,0,,,0,0
L:N24001999,,N24001999,2025-04,2025-06,3,3,0,,,0,0
L:N24002000,,N24002000,2025-04,2025-06,3,3,0,,,0,0
L:N24002001,,N24002001,2025-04,2025-06,3,3,0,,,0,0
L:N24002002,,N24002002,2025-04,2025-06,3,3,0,,,0,0
L:N24002003,,N24002003,2025-04,2025-06,3,3,0,,,0,0
L:N24002004,,N24002004,2025-04,2025-06,3,3,0,,,0,0
L:N24002005,,N24002005,2025-04,2025-06,3,3,0,,,0,0
L:N24002006,,N24002006,2025-04,2025-06,3,3,0,,,0,0
L:N24002007,,N24002007,2025-04,2025-06,3,3,0,,,0,0
L:N24002008,,N24002008,2025-04,2025-06,3,3,0,,,0,0
L:N24002009,,N24002009,2025-04,2025-06,3,3,0,,,0,0
L:N24002010,,N24002010,2025-04,2025-06,3,3,0,,,0,0
L:N24002011,,N24002011,2025-04,2025-06,3,3,0,,,0,0
L:N24002012,,N24002012,2025-04,2025-06,3,3,0,,,0,0
L:N24002013,,N24002013,2025-04,2025-06,3,3,0,,,0,0
L:N24002014,,N24002014,2025-04,2025-06,3,3,0,,,0,0
L:N24002015,,N24002015,2025-04,2025-06,3,3,0,,,0,0
L:N24002016,,N24002016,2025-04,2025-06,3,3,0,,,0,0
L:N24002017,,N24002017,2025-04,2025-06,3,3,0,,,0,0
L:N24002018,,N24002018,2025-04,2025-06,3,3,0,,,0,0
L:N24002019,,N24002019,2025-04,2025-06,3,3,0,,,0,0
L:N24002020,,N24002020,2025-04,2025-06,3,3,0,,,0,0
L:N24002021,,N24002021,2025-04,2025-06,3,3,0,,,0,0
L:N24002022,,N24002022,2025-04,2025-06,3,3,0,,,0,0
L:N24002023,,N24002023,2025-04,2025-06,3,3,0,,,0,0
L:N24002024,,N24002024,2025-04,2025-06,3,3,0,,,0,0
L:N24002025,,N24002025,2025-04,2025-06,3,3,0,,,0,0
L:N24002026,,N24002026,2025-04,2025-04,1,1,0,,,0,0
L:N24002027,,N24002027,2025-04,2025-06,3,3,0,,,0,0
L:N24002028,,N24002028,2025-04,2025-06,3,3,0,,,0,0
L:N24002029,,N24002029,2025-04,2025-06,3,3,0,,,0,0
L:N24002030,,N24002030,2025-04,2025-06,3,3,0,,,0,0
L:N24002031,,N24002031,2025-04,2025-06,3,3,0,,,0,0
L:N24002032,,N24002032,2025-04,2025-06,3,3,0,,,0,0
L:N24002033,,N24002033,2025-04,2025-06,3,3,0,,,0,0
L:N24002034,,N24002034,2025-04,2025-06,3,3,0,,,0,0
L:N24002035,,N24002035,2025-04,2025-06,3,3,0,,,0,0
L:N24002036,,N24002036,2025-04,2025-06,3,3,0,,,0,0
L:N24002037,,N24002037,2025-04,2025-06,3,3,0,,,0,0
L:N24002038,,N24002038,2025-04,2025-06,3,3,0,,,0,0
L:N24002039,,N24002039,2025-04,2025-06,3,3,0,,,0,0
L:N24002040,,N24002040,2025-04,2025-06,3,3,0,,,0,0
L:N24002041,,N24002041,2025-04,2025-06,3,3,0,,,0,0
L:N24002042,,N24002042,2025-04,2025-06,3,3,0,,,0,0
L:N24002043,,N24002043,2025-04,2025-06,3,3,0,,,0,0
L:N24002044,,N24002044,2025-04,2025-06,3,3,0,,,0,0
L:N24002045,,N24002045,2025-04,2025-06,3,3,0,,,0,0
L:N24002046,,N24002046,2025-04,2025-06,3,3,0,,,0,0
L:N24002048,,N24002048,2025-04,2025-06,3,3,0,,,0,0
L:N24002049,,N24002049,2025-04,2025-06,3,3,0,,,0,0
L:N24002050,,N24002050,2025-04,2025-06,3,3,0,,,0,0
L:N24002051,,N24002051,2025-04,2025-06,3,3,0,,,0,0
L:N24002052,,N24002052,2025-04,2025-06,3,3,0,,,0,0
L:N24002053,,N24002053,2025-04,2025-06,3,3,0,,,0,0
L:N24002054,,N24002054,2025-04,2025-06,3,3,0,,,0,0
L:N24002055,,N24002055,2025-04,2025-06,3,3,0,,,0,0
L:N24002056,,N24002056,2025-04,2025-06,3,3,0,,,0,0
L:N24002057,,N24002057,2025-04,2025-06,3,3,0,,,0,0
L:N24002058,,N24002058,2025-04,2025-06,3,3,0,2,2,0,0
L:N24002059,,N24002059,2025-04,2025-06,3,3,0,,,0,0
L:N24002060,,N24002060,2025-04,2025-06,3,3,0,,,0,0
L:N24002061,,N24002061,2025-04,2025-06,3,3,0,,,0,0
L:N24002062,,N24002062,2025-04,2025-06,3,3,0,,,0,0
L:N24002063,,N24002063,2025-04,2025-06,3,3,0,,,0,0
L:N24002064,,N24002064,2025-04,2025-06,3,3,0,,,0,0
L:N24002065,,N24002065,2025-04,2025-06,3,3,0,,,0,0
L:N24002066,,N24002066,2025-04,2025-06,3,3,0,,,0,0
L:N24002067,,N24002067,2025-04,2025-06,3,3,0,,,0,0
L:N24002068,,N24002068,2025-04,2025-06,3,3,0,,,0,0
L:N24002069,,N24002069,2025-04,2025-06,3,3,0,,,0,0
L:N24002070,,N24002070,2025-04,2025-06,3,3,0,,,0,0
L:N24002071,,N24002071,2025-04,2025-06,3,3,0,,,0,0
L:N24002072,,N24002072,2025-04,2025-06,3,3,0,,,0,0
L:N24002073,,N24002073,2025-04,2025-06,3,3,0,,,0,0
L:N24002074,,N24002074,2025-04,2025-06,3,3,0,,,0,0
L:N24002075,,N24002075,2025-04,2025-06,3,3,0,,,0,0
L:N24002076,,N24002076,2025-04,2025-06,3,3,0,,,0,0
L:N24002077,,N24002077,2025-04,2025-06,3,3,0,,,0,0
L:N24002078,,N24002078,2025-04,2025-06,3,3,0,,,0,0
L:N24002079,,N24002079,2025-04,2025-06,3,3,0,,,0,0
L:N24002080,,N24002080,2025-04,2025-06,3,3,0,,,0,0
L:N24002081,,N24002081,2025-04,2025-06,3,3,0,,,0,0
L:N24002082,,N24002082,2025-04,2025-06,3,3,0,,,0,0
L:N24002083,,N24002083,2025-04,2025-06,3,3,0,,,0,0
L:N24002084,,N24002084,2025-04,2025-06,3,3,0,,,0,0
L:N24002085,,N24002085,2025-04,2025-04,1,1,0,,,0,0
L:N24002086,,N24002086,2025-04,2025-06,3,3,0,,,0,0
L:N24002087,,N24002087,2025-04,2025-06,3,3,0,,,0,0
L:N24002088,,N24002088,2025-04,2025-06,3,3,0,,,0,0
L:N24002089,,N24002089,2025-04,2025-06,3,3,0,,,0,0
L:N24002090,,N24002090,2025-04,2025-06,3,3,0,2,2,0,0
L:N24002091,,N24002091,2025-04,2025-06,3,3,0,,,0,0
L:N24002092,,N24002092,2025-04,2025-06,3,3,0,,,0,0
L:N24002093,,N24002093,2025-04,2025-06,3,3,0,,,0,0
L:N24002094,,N24002094,2025-04,2025-06,3,3,0,,,0,0
L:N24002095,,N24002095,2025-04,2025-06,3,3,0,,,0,0
L:N24002096,,N24002096,2025-04,2025-06,3,3,0,,,0,0
L:N24002097,,N24002097,2025-04,2025-06,3,3,0,,,0,0
L:N24002098,,N24002098,2025-04,2025-06,3,3,0,,,0,0
L:N24002100,,N24002100,2025-04,2025-06,3,3,0,,,0,0
L:N24002101,,N24002101,2025-04,2025-06,3,3,0,,,0,0
L:N24002102,,N24002102,2025-04,2025-06,3,3,0,,,0,0
L:N24002103,,N24002103,2025-04,2025-06,3,3,0,,,0,0
L:N24002104,,N24002104,2025-04,2025-06,3,3,0,,,0,0
L:N24002105,,N24002105,2025-04,2025-06,3,3,0,,,0,0
L:N24002106,,N24002106,2025-04,2025-06,3,3,0,,,0,0
L:N24002107,,N24002107,2025-04,2025-06,3,3,0,,,0,0
L:N24002108,,N24002108,2025-04,2025-06,3,3,0,,,0,0
L:N24002109,,N24002109,2025-04,2025-06,3,3,0,,,0,0
L:N24002110,,N24002110,2025-04,2025-06,3,3,0,,,0,0
L:N24002111,,N24002111,2025-04,2025-06,3,3,0,1,1,0,0
L:N24002112,,N24002112,2025-04,2025-06,3,3,0,,,0,0
L:N24002113,,N24002113,2025-04,2025-06,3,3,0,,,0,0
L:N24002114,,N24002114,2025-04,2025-06,3,3,0,,,0,0
L:N24002115,,N24002115,2025-04,2025-06,3,3,0,,,0,0
L:N24002116,,N24002116,2025-04,2025-06,3,3,0,,,0,0
L:N24002117,,N24002117,2025-04,2025-06,3,3,0,,,0,0
L:N24002118,,N24002118,2025-04,2025-06,3,3,0,,,0,0
L:N24002119,,N24002119,2025-04,2025-06,3,3,0,,,0,0
L:N24002120,,N24002120,2025-04,2025-06,3,3,0,,,0,0
L:N24002121,,N24002121,2025-04,2025-06,3,3,0,,,0,0
L:N24002122,,N24002122,2025-04,2025-06,3,3,0,,,0,0
L:N24002123,,N24002123,2025-04,2025-06,3,3,0,,,0,0
L:N24002124,,N24002124,2025-04,2025-06,3,3,0,,,0,0
L:N24002125,,N24002125,2025-04,2025-06,3,3,0,,,0,0
L:N24002126,,N24002126,2025-04,2025-06,3,3,0,,,0,0
L:N24002127,,N24002127,2025-04,2025-06,3,3,0,,,0,0
L:N24002128,,N24002128,2025-04,2025-06,3,3,0,,,0,0
L:N24002129,,N24002129,2025-04,2025-06,3,3,0,,,0,0
L:N24002130,,N24002130,2025-04,2025-06,3,3,0,,,0,0
L:N24002131,,N24002131,2025-04,2025-06,3,3,0,,,0,0
L:N24002132,,N24002132,2025-04,2025-06,3,3,0,,,0,0
L:N24002133,,N24002133,2025-04,2025-06,3,3,0,,,0,0
L:N24002134,,N24002134,2025-04,2025-06,3,3,0,,,0,0
L:N24002135,,N24002135,2025-04,2025-06,3,3,0,,,0,0
L:N24002136,,N24002136,2025-04,2025-06,3,3,0,,,0,0
L:N24002137,,N24002137,2025-04,2025-05,2,2,0,,,0,0
L:N24002138,,N24002138,2025-04,2025-06,3,3,0,,,0,0
L:N24002139,,N24002139,2025-04,2025-06,3,3,0,,,0,0
L:N24002140,,N24002140,2025-04,2025-06,3,3,0,,,0,0
L:N24002142,,N24002142,2025-04,2025-06,3,3,0,,,0,0
L:N24002143,,N24002143,2025-04,2025-06,3,3,0,,,0,0
L:N24002144,,N24002144,2025-04,2025-06,3,3,0,,,0,0
L:N24002145,,N24002145,2025-04,2025-06,3,3,0,,,0,0
L:N24002146,,N24002146,2025-04,2025-06,3,3,0,,,0,0
L:N24002147,,N24002147,2025-04,2025-06,3,3,0,,,0,0
L:N24002148,,N24002148,2025-04,2025-06,3,3,0,,,0,0
L:N24002149,,N24002149,2025-04,2025-06,3,3,0,,,0,0
L:N24002150,,N24002150,2025-04,2025-06,3,3,0,,,0,0
L:N24002151,,N24002151,2025-04,2025-06,3,3,0,,,0,0
L:N24002152,,N24002152,2025-04,2025-06,3,3,0,,,0,0
L:N24002153,,N24002153,2025-04,2025-06,3,3,0,,,0,0
L:N24002154,,N24002154,2025-04,2025-06,3,3,0,,,0,0
L:N24002155,,N24002155,2025-04,2025-06,3,3,0,,,0,0
L:N24002156,,N24002156,2025-04,2025-06,3,3,0,,,0,0
L:N24002157,,N24002157,2025-04,2025-06,3,3,0,,,0,0
L:N24002158,,N24002158,2025-04,2025-06,3,3,0,,,0,0
L:N24002159,,N24002159,2025-04,2025-06,3,3,0,,,0,0
L:N24002160,,N24002160,2025-04,2025-06,3,3,0,,,0,0
L:N24002161,,N24002161,2025-04,2025-06,3,3,0,,,0,0
L:N24002162,,N24002162,2025-04,2025-06,3,3,0,,,0,0
L:N24002163,,N24002163,2025-04,2025-06,3,3,0,,,0,0
L:N24002164,,N24002164,2025-04,2025-06,3,3,0,,,0,0
L:N24002165,,N24002165,2025-04,2025-06,3,3,0,,,0,0
L:N24002166,,N24002166,2025-04,2025-06,3,3,0,,,0,0
L:N24002167,,N24002167,2025-04,2025-06,3,3,0,,,0,0
L:N24002168,,N24002168,2025-04,2025-06,3,3,0,,,0,0
L:N24002169,,N24002169,2025-04,2025-06,3,3,0,,,0,0
L:N24002170,,N24002170,2025-04,2025-06,3,3,0,,,0,0
L:N24002171,,N24002171,2025-04,2025-06,3,3,0,,,0,0
L:N24002172,,N24002172,2025-04,2025-06,3,3,0,,,0,0
L:N24002173,,N24002173,2025-04,2025-06,3,3,0,,,0,0
L:N24002174,,N24002174,2025-04,2025-06,3,3,0,,,0,0
L:N24002175,,N24002175,2025-04,2025-06,3,3,0,,,0,0
L:N24002176,,N24002176,2025-04,2025-06,3,3,0,,,0,0
L:N24002177,,N24002177,2025-04,2025-06,3,3,0,,,0,0
L:N24002178,,N24002178,2025-04,2025-06,3,3,0,,,0,0
L:N24002179,,N24002179,2025-04,2025-06,3,3,0,,,0,0
L:N24002180,,N24002180,2025-04,2025-06,3,3,0,,,0,0
L:N24002181,,N24002181,2025-04,2025-06,3,3,0,,,0,0
L:N24002182,,N24002182,2025-04,2025-06,3,3,0,,,0,0
L:N24002183,,N24002183,2025-04,2025-06,3,3,0,,,0,0
L:N24002184,,N24002184,2025-04,2025-06,3,3,0,,,0,0
L:N24002185,,N24002185,2025-04,2025-06,3,3,0,,,0,0
L:N24002186,,N24002186,2025-04,2025-06,3,3,0,,,0,0
L:N24002187,,N24002187,2025-04,2025-06,3,3,0,,,0,0
L:N24002188,,N24002188,2025-04,2025-06,3,3,0,,,0,0
L:N24002189,,N24002189,2025-04,2025-06,3,3,0,,,0,0
L:N24002190,,N24002190,2025-04,2025-06,3,3,0,,,0,0
L:N24002191,,N24002191,2025-04,2025-06,3,3,0,,,0,0
L:N24002192,,N24002192,2025-04,2025-06,3,3,0,,,0,0
L:N24002193,,N24002193,2025-04,2025-06,3,3,0,,,0,0
L:N24002194,,N24002194,2025-04,2025-06,3,3,0,,,0,0
L:N24002195,,N24002195,2025-04,2025-06,3,3,0,,,0,0
L:N24002196,,N24002196,2025-04,2025-06,3,3,0,,,0,0
L:N24002197,,N24002197,2025-04,2025-06,3,3,0,,,0,0
L:N24002198,,N24002198,2025-04,2025-06,3,3,0,,,0,0
L:N24002199,,N24002199,2025-04,2025-06,3,3,0,,,0,0
L:N24002200,,N24002200,2025-04,2025-06,3,3,0,,,0,0
L:N24002201,,N24002201,2025-04,2025-06,3,3,0,,,0,0
L:N24002202,,N24002202,2025-04,2025-06,3,3,0,,,0,0
L:N24002203,,N24002203,2025-04,2025-06,3,3,0,,,0,0
L:N24002204,,N24002204,2025-04,2025-06,3,3,0,,,0,0
L:N24002205,,N24002205,2025-04,2025-06,3,3,0,,,0,0
L:N24002206,,N24002206,2025-04,2025-06,3,3,0,,,0,0
L:N24002207,,N24002207,2025-04,2025-06,3,3,0,,,0,0
L:N24002208,,N24002208,2025-04,2025-06,3,3,0,,,0,0
L:N24002209,,N24002209,2025-04,2025-06,3,3,0,,,0,0
L:N24002210,,N24002210,2025-04,2025-06,3,3,0,,,0,0
L:N24002211,,N24002211,2025-04,2025-06,3,3,0,,,0,0
L:N24002212,,N24002212,2025-04,2025-06,3,3,0,,,0,0
L:N24002213,,N24002213,2025-04,2025-06,3,3,0,,,0,0
L:N24002214,,N24002214,2025-04,2025-06,3,3,0,,,0,0
L:N24002215,,N24002215,2025-04,2025-06,3,3,0,,,0,0
L:N24002216,,N24002216,2025-04,2025-06,3,3,0,,,0,0
L:N24002217,,N24002217,2025-04,2025-06,3,3,0,,,0,0
L:N24002219,,N24002219,2025-04,2025-06,3,3,0,,,0,0
L:N24002220,,N24002220,2025-04,2025-06,3,3,0,,,0,0
L:N24002221,,N24002221,2025-04,2025-06,3,3,0,,,0,0
L:N24002222,,N24002222,2025-04,2025-06,3,3,0,,,0,0
L:N24002223,,N24002223,2025-04,2025-06,3,3,0,,,0,0
L:N24002224,,N24002224,2025-04,2025-06,3,3,0,,,0,0
L:N24002225,,N24002225,2025-04,2025-06,3,3,0,,,0,0
L:N24002226,,N24002226,2025-04,2025-06,3,3,0,,,0,0
L:N24002227,,N24002227,2025-04,2025-06,3,3,0,,,0,0
L:N24002228,,N24002228,2025-04,2025-06,3,3,0,,,0,0
L:N24002229,,N24002229,2025-04,2025-06,3,3,0,,,0,0
L:N24002230,,N24002230,2025-04,2025-06,3,3,0,,,0,0
L:N24002231,,N24002231,2025-04,2025-06,3,3,0,,,0,0
L:N24002232,,N24002232,2025-04,2025-06,3,3,0,,,0,0
L:N24002233,,N24002233,2025-04,2025-06,3,3,0,,,0,0
L:N24002234,,N24002234,2025-04,2025-06,3,3,0,,,0,0
L:N24002235,,N24002235,2025-04,2025-06,3,3,0,,,0,0
L:N24002236,,N24002236,2025-04,2025-06,3,3,0,,,0,0
L:N24002237,,N24002237,2025-05,2025-06,2,2,0,,,0,0
L:N24002238,,N24002238,2025-05,2025-06,2,2,0,,,0,0
L:N24002239,,N24002239,2025-05,2025-06,2,2,0,,,0,0
L:N24002240,,N24002240,2025-05,2025-06,2,2,0,,,0,0
L:N24002241,,N24002241,2025-05,2025-06,2,2,0,,,0,0
L:N24002242,,N24002242,2025-05,2025-06,2,2,0,,,0,0
L:N24002243,,N24002243,2025-05,2025-06,2,2,0,,,0,0
L:N24002244,,N24002244,2025-05,2025-06,2,2,0,,,0,0
L:N24002245,,N24002245,2025-06,2025-06,1,1,0,,,0,0
L:N25000072,,N25000072,2025-04,2025-06,3,3,0,,,0,0
L:N26000114,,N26000114,2025-04,2025-06,3,3,0,,,0,0
L:N26000115,,N26000115,2025-04,2025-06,3,3,0,,,0,0
L:N26000116,,N26000116,2025-04,2025-06,3,3,0,,,0,0
L:N26000117,,N26000117,2025-04,2025-06,3,3,0,,,0,0
L:N26000118,,N26000118,2025-04,2025-06,3,3,0,,,0,0
L:N28000056,,N28000056,2025-04,2025-06,3,3,0,,,0,0
L:N28000058,,N28000058,2025-04,2025-06,3,3,0,,,0,0
L:N28000067,,N28000067,2025-04,2025-06,3,3,0,,,0,0
L:N28000071,,N28000071,2025-04,2025-06,3,3,0,,,0,0
L:N28000086,,N28000086,2025-04,2025-06,3,3,0,,,0,0
L:N28000098,,N28000098,2025-04,2025-06,3,3,0,,,0,0
L:N28000100,,N28000100,2025-04,2025-06,3,3,0,,,0,0
L:N28000104,,N28000104,2025-04,2025-04,1,1,0,,,0,0
L:N28000105,,N28000105,2025-04,2025-06,3,3,0,,,0,0
L:N28000109,,N28000109,2025-04,2025-06,3,3,0,,,0,0
L:N28000112,,N28000112,2025-04,2025-04,1,1,0,,,0,0
L:N28000115,,N28000115,2025-04,2025-06,3,3,0,,,0,0
L:N28000117,,N28000117,2025-04,2025-06,3,3,0,,,0,0
L:N28000121,,N28000121,2025-04,2025-05,2,2,0,,,0,0
L:N28000122,,N28000122,2025-04,2025-06,3,3,0,,,0,0
L:N28000124,,N28000124,2025-04,2025-06,3,3,0,,,0,0
L:N28000125,,N28000125,2025-04,2025-06,3,3,0,,,0,0
L:N28000126,,N28000126,2025-04,2025-06,3,3,0,,,0,0
L:N28000128,,N28000128,2025-04,2025-06,3,3,0,,,0,0
L:N28000129,,N28000129,2025-04,2025-06,3,3,0,,,0,0
L:N28000130,,N28000130,2025-04,2025-06,3,3,0,,,0,0
L:N28000131,,N28000131,2025-04,2025-06,3,3,0,,,0,0
L:N28000134,,N28000134,2025-04,2025-06,3,3,0,,,0,0
L:N28000135,,N28000135,2025-04,2025-06,3,3,0,,,0,0
L:N28000137,,N28000137,2025-04,2025-06,3,3,0,,,0,0
L:N28000138,,N28000138,2025-04,2025-06,3,3,0,,,0,0
L:N28000140,,N28000140,2025-04,2025-06,3,3,0,,,0,0
L:N28000141,,N28000141,2025-04,2025-06,3,3,0,,,0,0
L:N28000142,,N28000142,2025-04,2025-06,3,3,0,,,0,0
L:N28000144,,N28000144,2025-04,2025-06,3,3,0,,,0,0
L:N28000145,,N28000145,2025-04,2025-06,3,3,0,,,0,0
L:N28000146,,N28000146,2025-04,2025-06,3,3,0,,,0,0
L:N28000147,,N28000147,2025-04,2025-06,3,3,0,,,0,0
L:N28000148,,N28000148,2025-04,2025-06,3,3,0,,,0,0
L:N28000149,,N28000149,2025-04,2025-06,3,3,0,,,0,0
L:N28000150,,N28000150,2025-04,2025-06,3,3,0,1,1,0,0
L:N28000151,,N28000151,2025-04,2025-06,3,3,0,,,0,0
L:N28000153,,N28000153,2025-04,2025-06,3,3,0,2,2,0,0
L:N28000154,,N28000154,2025-04,2025-05,2,2,0,,,0,0
L:N28000155,,N28000155,2025-04,2025-06,3,3,0,,,0,0
L:N28000156,,N28000156,2025-04,2025-06,3,3,0,2,2,0,0
L:N28000157,,N28000157,2025-04,2025-06,3,3,0,,,0,0
L:N28000158,,N28000158,2025-04,2025-06,3,3,0,,,0,0
L:N28000159,,N28000159,2025-04,2025-05,2,2,0,,,0,0
L:N28000160,,N28000160,2025-04,2025-06,3,3,0,,,0,0
L:N30000002,,N30000002,2025-04,2025-06,3,3,0,,,0,0
L:N30000014,,N30000014,2025-04,2025-06,3,3,0,,,0,0
L:N30000021,,N30000021,2025-04,2025-06,3,3,0,,,0,0
L:N30000024,,N30000024,2025-04,2025-06,3,3,0,,,0,0
L:N30000026,,N30000026,2025-04,2025-06,3,3,0,,,0,0
L:N30000027,,N30000027,2025-04,2025-06,3,3,0,,,0,0
L:N30000032,,N30000032,2025-04,2025-06,3,3,0,,,0,0
L:N30000034,,N30000034,2025-04,2025-06,3,3,0,,,0,0
L:N30000035,,N30000035,2025-04,2025-06,3,3,0,,,0,0
L:N30000036,,N30000036,2025-04,2025-06,3,3,0,,,0,0
L:N30000039,,N30000039,2025-04,2025-06,3,3,0,,,0,0
L:N30000042,,N30000042,2025-04,2025-06,3,3,0,,,0,0
L:N30000044,,N30000044,2025-04,2025-06,3,3,0,,,0,0
L:N30000050,,N30000050,2025-04,2025-06,3,3,0,,,0,0
L:N30000051,,N30000051,2025-04,2025-06,3,3,0,,,0,0
L:N38000001,,N38000001,2025-04,2025-05,2,2,0,,,0,0
L:N40000001,,N40000001,2025-04,2025-06,3,3,0,,,0,0
L:N40000002,,N40000002,2025-04,2025-06,3,3,0,,,0,0
L:N42000001,,N42000001,2025-04,2025-06,3,3,0,,,0,0
L:N42000002,,N42000002,2025-04,2025-06,3,3,0,,,0,0
L:N42000005,,N42000005,2025-04,2025-06,3,3,0,,,0,0
L:N42000006,,N42000006,2025-04,2025-06,3,3,0,2,2,0,0
L:N42000007,,N42000007,2025-04,2025-06,3,3,0,,,0,0
L:N42000008,,N42000008,2025-04,2025-06,3,3,0,,,0,0
L:N42000009,,N42000009,2025-04,2025-06,3,3,0,,,0,0
L:N42000010,,N42000010,2025-04,2025-06,3,3,0,,,0,0
L:N42000011,,N42000011,2025-04,2025-06,3,3,0,,,0,0
L:N44000002,,N44000002,2025-04,2025-06,3,3,0,,,0,0
L:N45000002,,N45000002,2025-04,2025-06,3,3,0,,,0,0
L:N45000003,,N45000003,2025-04,2025-04,1,1,0,,,0,0
P:060100093,060100093,,2025-04,2025-06,3,3,0,,,0,0
P:10362,10362,,2025-09,2026-01,5,5,0,1,1,2,0
P:108000,108000,,2025-09,2026-06,10,10,0,,,7,4
P:108841,108841,,2026-06,2026-07,2,2,0,,,0,0
P:10947,10947,,2025-09,2026-01,5,5,0,,,2,0
P:11256,11256,,2025-09,2026-01,5,5,0,2,2,2,0
P:11783,11783,N16000396,2025-09,2026-03,7,7,0,,,4,1
P:124005,124005,,2025-09,2026-06,10,10,0,,,7,4
P:124199,124199,,2026-07,2026-07,1,1,0,,,0,0
P:12543,12543,,2025-09,2026-01,5,5,0,,,2,0
P:12728,12728,,2025-09,2026-01,5,5,0,,,2,0
P:13626,13626,,2026-02,2026-03,2,2,0,,,0,0
P:14358,14358,,2025-09,2026-01,5,5,0,,,2,0
P:14730,14730,,2025-09,2026-01,5,5,0,,,2,0
P:150000,150000,,2025-09,2025-10,2,2,0,,,0,0
P:15530,15530,,2025-09,2025-10,2,2,0,,,0,0
P:15767,15767,,2025-12,2026-01,2,2,0,,,0,0
P:16106,16106,,2025-11,2026-01,3,3,0,1,1,0,0
P:16654,16654,N16000525,2025-09,2026-03,7,7,0,,,4,1
P:16724,16724,,2025-09,2026-01,5,5,0,,,2,0
P:171218,171218,,2026-07,2026-07,1,1,0,,,0,0
P:17195,17195,,2025-09,2026-01,5,5,0,,,2,0
P:175860,175860,,2026-07,2026-07,1,1,0,,,0,0
P:17673,17673,,2025-09,2026-03,7,7,0,,,4,1
P:17825,17825,,2025-09,2026-01,5,5,0,,,2,0
P:180100210,180100210,,2025-04,2025-04,1,1,0,,,0,0
P:180100221,180100221,,2025-04,2025-06,3,3,0,,,0,0
P:180100242,180100242,,2025-04,2025-06,3,3,0,,,0,0
P:188000,188000,,2025-09,2026-01,5,5,0,,,2,0
P:19000,19000,,2026-01,2026-01,1,1,0,,,0,0
P:19592,19592,,2025-09,2026-01,5,5,0,,,2,0
P:20302,20302,,2025-09,2026-01,5,5,0,2,3,2,0
P:20446,20446,,2025-12,2026-01,2,2,0,,,0,0
P:210914,210914,,2026-07,2026-07,1,1,0,,,0,0
P:220100133,220100133,,2025-04,2025-04,1,1,0,,,0,0
P:220100181,220100181,,2025-04,2025-06,3,3,0,,,0,0
P:220100188,220100188,,2025-04,2025-06,3,3,0,,,0,0
P:220100232,220100232,,2025-04,2025-06,3,3,0,,,0,0
P:220100257,220100257,,2025-04,2025-06,3,3,0,,,0,0
P:220100265,220100265,,2025-04,2025-06,3,3,0,,,0,0
P:220100272,220100272,,2025-04,2025-06,3,3,0,,,0,0
P:220100284,220100284,,2025-04,2025-06,3,3,0,,,0,0
P:220100288,220100288,,2025-04,2025-06,3,3,0,,,0,0
P:220100303,220100303,,2025-04,2025-06,3,3,0,,,0,0
P:220100305,220100305,,2025-04,2025-06,3,3,0,,,0,0
P:220100314,220100314,,2025-04,2025-06,3,3,0,,,0,0
P:220100328,220100328,,2025-04,2025-06,3,3,0,,,0,0
P:222253,222253,,2026-06,2026-07,2,2,0,,,0,0
P:22494,22494,,2025-09,2026-01,5,5,0,3,3,2,0
P:240484,240484,,2026-07,2026-07,1,1,0,,,0,0
P:245986,245986,,2026-07,2026-07,1,1,0,,,0,0
P:24819,24819,N18000405,2025-09,2026-06,10,10,0,,,7,4
P:27213,27213,,2025-09,2026-01,5,5,0,,,2,0
P:298178,298178,,2026-07,2026-07,1,1,0,,,0,0
P:29948,29948,,2026-01,2026-01,1,1,0,,,0,0
P:30274,30274,,2025-09,2026-01,5,5,0,2,4,2,0
P:30620,30620,,2025-09,2026-01,5,5,0,,,2,0
P:317725,317725,,2026-07,2026-07,1,1,0,,,0,0
P:32841,32841,,2026-01,2026-03,3,3,0,,,0,0
P:32850,32850,,2025-09,2025-12,4,4,0,,,1,0
P:33690,33690,,2025-09,2026-01,5,5,0,,,2,0
P:34012,34012,,2025-09,2026-01,5,5,0,,,2,0
P:36225,36225,,2025-09,2026-01,5,5,0,,,2,0
P:36354,36354,,2025-09,2026-01,5,5,0,,,2,0
P:364934,364934,,2026-07,2026-07,1,1,0,,,0,0
