project_code,identity_key,project_name,prediction_month,cutoff_target,future_target,target_change_month,shift_months,original_end_date,revised_end_date,december_2025_target,january_2026_target,february_2026_target,previous_report_target,march_2026_target,april_2026_target,next_report_target,source_file,source_page,source_section,label_value,sampled_for_source_review,source_months_verified,review_status,notes
618399,P:618399,Construction of Kishtwar bypass with 2 lane with paved shoulder from Design Km. 80.675 Dulhasti to km 95.550 Bandarkoot of 14.88 km & a link road to Kishtwar town from 0000 to 1.871 of length1.871 Km on Khellani - Kishtwar - Chattroo section in UT Jammu and Kashmir,2026-02,03/2026,06/2027,2026-03,15,08/2023,06/2027,,,03/2026,03/2026,06/2027,06/2027,06/2027,FlashReport_March_2026.pdf,109,Table 6: All Ongoing Projects,1,True,2026-02;2026-03;2026-04,SOURCE_VERIFIED,2026-02:FlashReport_February_2026.pdf:p120=03/2026; 2026-03:FlashReport_March_2026.pdf:p109=06/2027; 2026-04:FlashReport_April2026.pdf:p113=06/2027
618400,P:618400,Construction & Upgradation to 2-lane with paved shoulder from Design Km 67.805 at the end of Km 83rd Tunnel near Dhrabshalla Ex. Km 83905 to Km 80.675 start of Kishtwar Bypass - Dulhasti Ex. Km 970751 of 12.870 Km length on chenani- Sudhmahadev-Goha Khellani-Kishtwar-vailoo-Donipawa-Ashajipora seition of NH-244 Jammu and in the UT of J&K on EPC Mode under NHO-Gen Pkg-3 Kashmir,2026-02,10/2024,08/2025,2026-03,10,12/2022,08/2025,,,10/2024,10/2024,08/2025,08/2025,08/2025,FlashReport_March_2026.pdf,109,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618494,P:618494,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XV [Junction with Hiranagar Road near village Gurha Baildaran to Junction with Jammu Ring Road NH-244A near Jakh village from Km 468100 to Km 503250] Jammu and (National Highways Authority of India [NHAI]) Kashmir,2026-02,02/2026,10/2026,2026-03,8,09/2024,10/2026,02/2026,02/2026,02/2026,02/2026,10/2026,12/2026,12/2026,FlashReport_March_2026.pdf,109,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618495,P:618495,4/6L Access Control Expressway from Design Chainage Km 515.000 to Kunjwani to Sidhra Section of NH-44 and from Design Chainage Km 550.900 to Km 566.520 Domel to Katra Section Phase II-Package XVII Jammu and (National Highways Authority of India [NHAI]) Kashmir,2026-02,02/2026,03/2027,2026-03,13,06/2025,03/2027,02/2026,02/2026,02/2026,02/2026,03/2027,03/2027,03/2027,FlashReport_March_2026.pdf,109,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618496,P:618496,Delhi-Amritsar-Katra Expressway Phase-II Pkg-XVI Existing Jakh Vijaypur-Kunjwani section of NH-44 including spur Connectivity to Jammu Airport NH-144A [Km to km 514500] Jammu and (National Highways Authority of India [NHAI]) Kashmir,2026-02,03/2026,06/2026,2026-03,3,09/2024,06/2026,03/2026,03/2026,03/2026,03/2026,06/2026,09/2026,09/2026,FlashReport_March_2026.pdf,109,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618084,P:618084,Widening to 2-lane with paved shoulder from km 0.00 to 44.00 Kuru-Ghaghra section of NH-143A including re-construction of culverts and bridges.,2026-02,11/2023,03/2026,2026-03,28,08/2023,03/2026,11/2023,11/2023,11/2023,11/2023,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,110,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618541,P:618541,4L Ring road/bypass around Srinagar city from km 0.000 to km 42.100 Phase-I Jammu and,2026-02,10/2025,07/2026,2026-03,9,02/2024,07/2026,10/2025,10/2025,10/2025,10/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,110,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618543,P:618543,4L of twin tube tunnel configuration including approaches from Marog to Digdol from Km.154.210 to Km.158.650 North Bound and from Km.155.940 to Km.160.260 South Bound of Ramban to Banihal Pkg-I of Old NH-1A New NH-44 Jammu and (National Highways Authority of India [NHAI]) Kashmir,2026-02,06/2026,06/2027,2026-03,12,08/2025,06/2027,06/2026,06/2026,06/2026,06/2026,06/2027,12/2027,12/2027,FlashReport_March_2026.pdf,110,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618544,P:618544,"4L twin tube tunnel including approaches from Digdol to Khuni Nallah North Bound connecting with existing major bridge on NB and South Bound connecting with Tunnel T4 ,Single tube tunnel of Ramban to Banihal Pkg-II of Old NH-1A New NH-44 Jammu and (National Highways Authority of India [NHAI]) Kashmir",2026-02,05/2025,06/2026,2026-03,13,06/2024,06/2026,05/2025,05/2025,05/2025,05/2025,06/2026,08/2026,08/2026,FlashReport_March_2026.pdf,110,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618549,P:618549,Construction of twin tube tunnels on Jammu Kashmir Ring Road NH-244A Between Design Ch. 50600 to 51700 and design Ch. 53535 to 55700 on EPC mode under residual NHDP component of Bharatmala Pariyojna Jammu and (National Highways Authority of India [NHAI]) Kashmir,2026-02,03/2026,06/2026,2026-03,3,06/2025,06/2026,03/2026,03/2026,03/2026,03/2026,06/2026,12/2026,12/2026,FlashReport_March_2026.pdf,110,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618550,P:618550,Corridor Efficiency Improvement including removal of black spots in Lakhanpur - Samba section of NH-44 from Chainage Km. 16.300 to Km. Jammu and Kashmir,2026-02,05/2025,06/2026,2026-03,13,06/2024,06/2026,05/2025,05/2025,05/2025,05/2025,06/2026,09/2026,09/2026,FlashReport_March_2026.pdf,110,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618642,P:618642,4L of Palma to Gumla from km. 26.00 to km. 89.170 of NH-23,2026-02,10/2024,04/2026,2026-03,18,03/2024,04/2026,10/2024,10/2024,10/2024,10/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,110,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617935,P:617935,"Construction of Elevated corridor from Km. 135.650 to 136.300 on 63, from Km. 249 to Km. 250.050 on old NH-4 and from Km. 192.910 to Km. 193.350 on NH-218 from decongestion of traffic in Ranichennamma circle in Hubli city in the state of Karnataka",2026-02,08/2025,11/2026,2026-03,15,06/2024,11/2026,08/2025,08/2025,08/2025,08/2025,11/2026,11/2026,11/2026,FlashReport_March_2026.pdf,111,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617989,P:617989,Construction of Major Bridge at Km.180.865 across river Krishna on NH 167 Hagari Jadcherla section,2026-02,10/2024,03/2026,2026-03,17,11/2021,03/2026,10/2024,10/2024,10/2024,10/2024,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,111,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618645,P:618645,4L of Gola-BokaroJaina More section from Km 53.600 to Km 21.110 of NH-320PKG-1,2026-02,01/2026,05/2026,2026-03,4,06/2025,05/2026,01/2026,01/2026,01/2026,01/2026,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,111,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618863,P:618863,Barhi-Koderma Section of NH31 km 0.00 - km,2026-02,08/2024,04/2026,2026-03,20,08/2024,04/2026,,,08/2024,08/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,111,Table 6: All Ongoing Projects,1,True,2026-02;2026-03;2026-04,SOURCE_VERIFIED,2026-02:FlashReport_February_2026.pdf:p122=08/2024; 2026-03:FlashReport_March_2026.pdf:p111=04/2026; 2026-04:FlashReport_April2026.pdf:p115=05/2026
618946,P:618946,4L of Mehgama - Hansdiha from km. 41.900 to km. 93.000 of NH -133A Pkg-II,2026-02,03/2026,04/2026,2026-03,1,05/2025,04/2026,03/2026,03/2026,03/2026,03/2026,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,111,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618947,P:618947,4L of NH-80 from km 215.00 to km 260.00 Mirza Chauki to Farkka Pkg-I,2026-02,02/2026,07/2026,2026-03,5,07/2023,07/2026,06/2025,02/2026,02/2026,02/2026,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,111,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618518,P:618518,Davanagere - Haveri of NH-48 Old NH-4 from km. 260.00 to km.,2026-02,10/2024,09/2026,2026-03,23,07/2020,09/2026,,,10/2024,10/2024,09/2026,09/2026,09/2026,FlashReport_March_2026.pdf,113,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618520,P:618520,4L of km 0.00 to km 42.00 of Dobbaspet to Doddaballapura Bypass section of NH-648 old NH-207] [Bangalore Ring Road Pkg 1],2026-02,02/2024,04/2026,2026-03,26,04/2023,04/2026,,,02/2024,02/2024,04/2026,06/2026,06/2026,FlashReport_March_2026.pdf,113,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618630,P:618630,6L of MH/KN Border Nimbal Village to KN/TS Border Singnodi Village from Km. 26.000 to Km. 97.000 in Gulbarga of NH-150C Pkg-II,2026-02,05/2026,08/2026,2026-03,3,06/2025,08/2026,05/2026,05/2026,05/2026,05/2026,08/2026,11/2026,11/2026,FlashReport_March_2026.pdf,113,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618706,P:618706,Bangalore-Nidagatta Pkg. I,2026-02,08/2022,04/2026,2026-03,44,11/2021,04/2026,,,08/2022,08/2022,04/2026,06/2026,06/2026,FlashReport_March_2026.pdf,113,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618799,P:618799,Belakeri Port to Kumta - Sirsi road from km 0.00 - km 4.265 of Belekeri Port Road Link Rd. and km 4.965 - km 60.00 of SH-69,2026-02,12/2025,05/2026,2026-03,5,12/2022,05/2026,12/2025,12/2025,12/2025,12/2025,05/2026,06/2026,06/2026,FlashReport_March_2026.pdf,113,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618887,P:618887,4L of Bettadahalli- Shivamogga section from Km.170.415 to km. 226.750 of NH-206 Tumkur- Shivamogga Pkg-IV,2026-02,10/2024,03/2027,2026-03,29,10/2023,03/2027,10/2024,10/2024,10/2024,10/2024,03/2027,03/2027,03/2027,FlashReport_March_2026.pdf,114,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619072,P:619072,Bangalore/TN border to Hoskote,2026-02,02/2026,07/2026,2026-03,5,02/2025,07/2026,,02/2026,02/2026,02/2026,07/2026,08/2026,08/2026,FlashReport_March_2026.pdf,114,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619096,P:619096,Goa / Karnataka Km.93.700 to Kundapur Km.283.30,2026-02,03/2020,07/2026,2026-03,76,08/2016,07/2026,,03/2020,03/2020,03/2020,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,114,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619117,P:619117,Hassan km 184.912 to Maranahally km 230.060 of NH - 75 in Karnataka,2026-02,06/2025,04/2026,2026-03,10,03/2019,04/2026,,06/2025,06/2025,06/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,114,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619120,P:619120,Nidagatta-Mysore Pkg II,2026-02,09/2023,04/2026,2026-03,31,06/2022,04/2026,,09/2023,09/2023,09/2023,04/2026,06/2026,06/2026,FlashReport_March_2026.pdf,114,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619121,P:619121,4L of Hubli - Hospet Section of NH-63 from Km 128.850 to Km,2026-02,05/2022,05/2026,2026-03,48,03/2020,05/2026,,05/2022,05/2022,05/2022,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,114,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619150,P:619150,BRT Tiger Reserve Boundary Km.287.500 to Bangalore Section Km.458.420 of NH- 209 in Karnataka,2026-02,03/2024,05/2026,2026-03,26,08/2019,05/2026,,03/2024,03/2024,03/2024,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,114,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619164,P:619164,Belgaum-Khanapur Pkg I Km 0.000-Km 30.800 of NH-4A,2026-02,07/2025,03/2027,2026-03,20,09/2021,03/2027,,07/2025,07/2025,07/2025,03/2027,03/2027,03/2027,FlashReport_March_2026.pdf,114,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618070,P:618070,Widening to 2 Lanes with paved shoulders from Km.87/000 to 133/720 Nattukal to Thanau Jn. in Palakkad of NH-966 Old NH-213 on EPC mode Basis under NHO Annual Plan 2016-17 in the state of Kerala,2026-02,06/2025,04/2026,2026-03,10,08/2019,04/2026,06/2025,06/2025,06/2025,06/2025,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p87=06/2025; 2026-01:FlashReport_January_2026.pdf:p107=06/2025; 2026-02:FlashReport_February_2026.pdf:p126=06/2025; 2026-03:FlashReport_March_2026.pdf:p115=04/2026; 2026-04:FlashReport_April2026.pdf:p119=04/2026
618595,P:618595,6L of Chengala - Neeleshwaram from km. 56.200 to km.,2026-02,12/2024,03/2027,2026-03,27,04/2024,03/2027,04/2024,04/2024,12/2024,12/2024,03/2027,03/2027,03/2027,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618596,P:618596,6L of Taliparamba to Muzhappilangad from Km 134.650 to Km 170.6 of NH-66,2026-02,08/2025,12/2027,2026-03,28,05/2024,12/2027,08/2025,08/2025,08/2025,08/2025,12/2027,12/2027,12/2027,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618598,P:618598,6L Minor Bridge Paloli Palam at km. 203.160 & Major Bridge Morad at km. and allied works,2026-02,02/2024,04/2026,2026-03,26,06/2022,04/2026,02/2024,02/2024,02/2024,02/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618599,P:618599,6L of Ramanatukkara Junction to start of Valanchery bypass section of NH-66,2026-02,03/2025,04/2026,2026-03,13,07/2024,04/2026,03/2025,03/2025,03/2025,03/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618600,P:618600,6L of Valanchery bypass to Kappirikkad of NH 66 from km. 298500 to km,2026-02,03/2025,04/2026,2026-03,13,07/2024,04/2026,03/2025,03/2025,03/2025,03/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618601,P:618601,6L of Kappirikkad to Thalikulam section from km 335.85 to km 369.015 of NH - 66 old NH-17,2026-02,10/2025,06/2026,2026-03,8,01/2025,06/2026,10/2025,10/2025,10/2025,10/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618602,P:618602,6L of Thalikulam to Kodugallur section from km 369.015 to km 397.850 of NH - 66 old NH-17,2026-02,11/2025,06/2026,2026-03,7,02/2025,06/2026,11/2025,11/2025,11/2025,11/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618605,P:618605,Thuravoor Thekku-Paravoor,2026-02,03/2026,05/2026,2026-03,2,09/2024,05/2026,03/2026,03/2026,03/2026,03/2026,05/2026,12/2026,12/2026,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619098,P:619098,Kozhikode Bypass Calicut Bypass Vengalam Jn. to Ramanattukara Jn.,2026-02,12/2024,04/2026,2026-03,16,02/2023,04/2026,,12/2024,12/2024,12/2024,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619206,P:619206,6L of Perole Nileshwar town to Taliparamba from Km 94.248 to Km 134.650 of NH-66,2026-02,12/2024,03/2027,2026-03,27,01/2024,03/2027,,,12/2024,12/2024,03/2027,03/2027,03/2027,FlashReport_March_2026.pdf,115,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
