report_month,source_file,source_page,source_section,sl_no,project_name,agency,state,legacy_ocms_code,alternate_id,current_project_code,review_status,failure_type,raw_text_reference,notes
2025-09,FlashReport_September_2025.pdf,50,Table 6: All Ongoing Projects,231,Rajasthan) (615333) Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5. GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Multi-States,Power Grid Corporation of India Limited [POWERGRID],"Transmission Limited] (Madhya Pradesh,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_September_2025.pdf:p50; Table 6: All Ongoing Projects; sl_no=231,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2025-09,FlashReport_September_2025.pdf,51,Table 6: All Ongoing Projects,250,"Construction of One Tower of Office Complex and another Tower of Residential quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and",,"maintenance of Civil, E&M services for 7 years after completion of original Telangana,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_September_2025.pdf:p51; Table 6: All Ongoing Projects; sl_no=250,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-09,FlashReport_September_2025.pdf,57,Table 6: All Ongoing Projects,412,"North East Gas Grid Multi-States (Arunachal (701346) Pradesh, Assam, Manipur, NA",Ministry of Petroleum & Natural Gas,"Meghalaya,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_September_2025.pdf:p57; Table 6: All Ongoing Projects; sl_no=412,Validation extraction recovered source primary code 701346 at the same report/serial address; the baseline value was blank.
2025-09,FlashReport_September_2025.pdf,57,Table 6: All Ongoing Projects,415,"Mumbai Nagpur Jharsuguda Pipeline Project Multi-States (Chhattisgarh,",701354,"Madhya Pradesh,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_September_2025.pdf:p57; Table 6: All Ongoing Projects; sl_no=415,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-09,FlashReport_September_2025.pdf,64,Table 6: All Ongoing Projects,621,"New Delhi- Howrah Speed Booster[160Kmph] Project Multi-States (Bihar, Delhi,",705794,"Jharkhand, Uttar,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_September_2025.pdf:p64; Table 6: All Ongoing Projects; sl_no=621,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-09,FlashReport_September_2025.pdf,65,Table 6: All Ongoing Projects,635,"& Diu, Gujarat, Maharashtra) New Delhi- Mumbai Speed Booster[160Kmph] Project Multi-States (Delhi, Gujarat, Madhya",705793,"Pradesh,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_September_2025.pdf:p65; Table 6: All Ongoing Projects; sl_no=635,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-09,FlashReport_September_2025.pdf,65,Table 6: All Ongoing Projects,646,Nangal Dam-Talwara New Broad Gauge Line [84 KM] and Taking Over Siding Multi-States Mukerian-Talwara [29 KM],Northen Railway [NR],(Himachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_September_2025.pdf:p65; Table 6: All Ongoing Projects; sl_no=646,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-09,FlashReport_September_2025.pdf,69,Table 6: All Ongoing Projects,735,"Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1 Multi-States Upgradation (Andhra Pradesh, Bihar, (617413) Chhattisgarh, Jharkhand,",Department of Telecommunications [DoT],"Madhya Pradesh,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_September_2025.pdf:p69; Table 6: All Ongoing Projects; sl_no=735,Validation extraction recovered source primary code 617413 at the same report/serial address; the baseline value was blank.
2025-09,FlashReport_September_2025.pdf,69,Table 6: All Ongoing Projects,736,"Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal) Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2 Multi-States (Andhra Pradesh, (701599) Bihar, Chhattisgarh, Jharkhand, NA",Department of Telecommunications [DoT],"Madhya Pradesh,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_September_2025.pdf:p69; Table 6: All Ongoing Projects; sl_no=736,Validation extraction recovered source primary code 701599 at the same report/serial address; the baseline value was blank.
2025-09,FlashReport_September_2025.pdf,69,Table 6: All Ongoing Projects,738,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and Multi-States Districts of Assam,Department of Telecommunications,(Arunachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_September_2025.pdf:p69; Table 6: All Ongoing Projects; sl_no=738,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-09,FlashReport_September_2025.pdf,69,Table 6: All Ongoing Projects,739,"Pradesh, Assam) (701597) 354 Uncovered Villages Scheme Multi-States (Bihar, Gujarat, (701600) Himachal Pradesh,",Department of Telecommunications [DoT],Jammu and,,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_September_2025.pdf:p69; Table 6: All Ongoing Projects; sl_no=739,Validation extraction recovered source primary code 701600 at the same report/serial address; the baseline value was blank.
2025-10,FlashReport_October_2025.pdf,49,Table 6: All Ongoing Projects,219,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Multi-States Systems [CSST&DS] in Arunachal Pradesh and Sikkim,Power Grid Corporation of India Limited [POWERGRID],(Arunachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_October_2025.pdf:p49; Table 6: All Ongoing Projects; sl_no=219,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-10,FlashReport_October_2025.pdf,50,Table 6: All Ongoing Projects,223,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B Multi-States (Dadra & Nagar,400005,Haveli and Daman,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_October_2025.pdf:p50; Table 6: All Ongoing Projects; sl_no=223,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-10,FlashReport_October_2025.pdf,50,Table 6: All Ongoing Projects,228,Maharashtra) (615347) Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part- 3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Multi-States,Power Grid Corporation of India Limited [POWERGRID],"Limited] (Haryana, Punjab,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_October_2025.pdf:p50; Table 6: All Ongoing Projects; sl_no=228,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2025-10,FlashReport_October_2025.pdf,50,Table 6: All Ongoing Projects,229,Rajasthan) (615339) TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name Multi-States,Power Grid Corporation of India Limited [POWERGRID],"POWERGRID Siwani Transmission Limited] (Haryana,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_October_2025.pdf:p50; Table 6: All Ongoing Projects; sl_no=229,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2025-10,FlashReport_October_2025.pdf,50,Table 6: All Ongoing Projects,232,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5. GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar Multi-States,,"Mandsaur Transmission Limited] (Madhya Pradesh,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_October_2025.pdf:p50; Table 6: All Ongoing Projects; sl_no=232,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-10,FlashReport_October_2025.pdf,50,Table 6: All Ongoing Projects,233,Rajasthan) (615333) Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5. GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Multi-States,Power Grid Corporation of India Limited [POWERGRID],"Transmission Limited] (Madhya Pradesh,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_October_2025.pdf:p50; Table 6: All Ongoing Projects; sl_no=233,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2025-10,FlashReport_October_2025.pdf,51,Table 6: All Ongoing Projects,252,"Construction of One Tower of Office Complex and another Tower of Residential quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and",,"maintenance of Civil, E&M services for 7 years after completion of original Telangana,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_October_2025.pdf:p51; Table 6: All Ongoing Projects; sl_no=252,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-10,FlashReport_October_2025.pdf,57,Table 6: All Ongoing Projects,414,"North East Gas Grid Multi-States (Arunachal (701346) Pradesh, Assam, Manipur,",Ministry of Petroleum & Natural Gas,"Meghalaya,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_October_2025.pdf:p57; Table 6: All Ongoing Projects; sl_no=414,Validation extraction recovered source primary code 701346 at the same report/serial address; the baseline value was blank.
2025-10,FlashReport_October_2025.pdf,57,Table 6: All Ongoing Projects,417,"Mumbai Nagpur Jharsuguda Pipeline Project Multi-States (Chhattisgarh,",701354,"Madhya Pradesh,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_October_2025.pdf:p57; Table 6: All Ongoing Projects; sl_no=417,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-10,FlashReport_October_2025.pdf,65,Table 6: All Ongoing Projects,644,"New Delhi- Howrah Speed Booster[160Kmph] Project Multi-States (Bihar, Delhi,",705794,"Jharkhand, Uttar,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_October_2025.pdf:p65; Table 6: All Ongoing Projects; sl_no=644,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-10,FlashReport_October_2025.pdf,66,Table 6: All Ongoing Projects,658,"& Diu, Gujarat, Maharashtra) New Delhi- Mumbai Speed Booster[160Kmph] Project Multi-States (Delhi, Gujarat, Madhya",705793,"Pradesh,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_October_2025.pdf:p66; Table 6: All Ongoing Projects; sl_no=658,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-10,FlashReport_October_2025.pdf,66,Table 6: All Ongoing Projects,669,Nangal Dam-Talwara New Broad Gauge Line [84 KM] and Taking Over Siding Multi-States Mukerian-Talwara [29 KM],Northen Railway [NR],(Himachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_October_2025.pdf:p66; Table 6: All Ongoing Projects; sl_no=669,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-10,FlashReport_October_2025.pdf,69,Table 6: All Ongoing Projects,761,"Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1 Multi-States Upgradation (Andhra Pradesh, Bihar, (617413) Chhattisgarh, Jharkhand,",Department of Telecommunications [DoT],"Madhya Pradesh,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_October_2025.pdf:p69; Table 6: All Ongoing Projects; sl_no=761,Validation extraction recovered source primary code 617413 at the same report/serial address; the baseline value was blank.
2025-10,FlashReport_October_2025.pdf,70,Table 6: All Ongoing Projects,762,"Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal) Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2 Multi-States (Andhra Pradesh, (701599) Bihar, Chhattisgarh, Jharkhand, NA",Department of Telecommunications [DoT],"Madhya Pradesh,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_October_2025.pdf:p70; Table 6: All Ongoing Projects; sl_no=762,Validation extraction recovered source primary code 701599 at the same report/serial address; the baseline value was blank.
2025-10,FlashReport_October_2025.pdf,70,Table 6: All Ongoing Projects,764,Provision of 4G Mobile Services in Uncovered Villages of Arunachal Pradesh and Multi-States Districts of Assam,Department of Telecommunications,(Arunachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_October_2025.pdf:p70; Table 6: All Ongoing Projects; sl_no=764,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-10,FlashReport_October_2025.pdf,70,Table 6: All Ongoing Projects,765,"Pradesh, Assam) (701597) 354 Uncovered Villages Scheme Multi-States (Bihar, Gujarat, (701600) Himachal Pradesh,",Department of Telecommunications [DoT],Jammu and,,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_October_2025.pdf:p70; Table 6: All Ongoing Projects; sl_no=765,Validation extraction recovered source primary code 701600 at the same report/serial address; the baseline value was blank.
2025-11,FlashReport_November_2025.pdf,49,Table 6: All Ongoing Projects,213,Comprehensive Scheme for Strengthening of Transmission and Distribution [T&D] Multi-States Systems [CSST&DS] in Arunachal Pradesh and Sikkim,Power Grid Corporation of India Limited [POWERGRID],(Arunachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_November_2025.pdf:p49; Table 6: All Ongoing Projects; sl_no=213,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-11,FlashReport_November_2025.pdf,49,Table 6: All Ongoing Projects,218,Transmission Network Expansion in Gujarat to increase its ATC from ISTS Part B Multi-States (Dadra & Nagar,400005,Haveli and Daman,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_November_2025.pdf:p49; Table 6: All Ongoing Projects; sl_no=218,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-11,FlashReport_November_2025.pdf,50,Table 6: All Ongoing Projects,222,Maharashtra) (615347) Transmission system for evacuation of power from Rajasthan REZ Ph-IV [Part- 3/6GW] [Bikaner complex] Part A [SPV Name POWERGRID Bikaner IV Transmission Multi-States,Power Grid Corporation of India Limited [POWERGRID],"Limited] (Haryana, Punjab,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_November_2025.pdf:p50; Table 6: All Ongoing Projects; sl_no=222,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2025-11,FlashReport_November_2025.pdf,50,Table 6: All Ongoing Projects,223,Rajasthan) (615339) TRANSMISSION SYSTEM FOR EVACUATION OF POWER FROM RAJASTHAN REZ PH-IV [PART-3/ 6 GW] [BIKANER COMPLEX] PART B [SPV Name Multi-States,Power Grid Corporation of India Limited [POWERGRID],"POWERGRID Siwani Transmission Limited] (Haryana,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_November_2025.pdf:p50; Table 6: All Ongoing Projects; sl_no=223,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2025-11,FlashReport_November_2025.pdf,50,Table 6: All Ongoing Projects,226,Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5. GW] [Jaisalmer/Barmer Complex] Part D [SPV Name POWERGRID Beawar Multi-States,,"Mandsaur Transmission Limited] (Madhya Pradesh,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_November_2025.pdf:p50; Table 6: All Ongoing Projects; sl_no=226,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2025-11,FlashReport_November_2025.pdf,50,Table 6: All Ongoing Projects,227,Rajasthan) (615333) Transmission System for Evacuation of Power from Rajasthan REZ Ph-IV [Part-2 5. GW] [Jaisalmer/Barmer Complex] Part E [SPV Name POWERGRID Mewar Multi-States,Power Grid Corporation of India Limited [POWERGRID],"Transmission Limited] (Madhya Pradesh,",,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_November_2025.pdf:p50; Table 6: All Ongoing Projects; sl_no=227,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2025-11,FlashReport_November_2025.pdf,51,Table 6: All Ongoing Projects,245,"Construction of One Tower of Office Complex and another Tower of Residential quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and",,"maintenance of Civil, E&M services for 7 years after completion of original Telangana,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_November_2025.pdf:p51; Table 6: All Ongoing Projects; sl_no=245,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
